"Mladoletniki, proti katerim je bil kazenski postopek pred senatom pravnomoèno konèan po: KAZNIVO DEJANJE, VRSTA ODLOÈBE, SPOL , LETO"

" ";" ";"Spol - SKUPAJ";" ";" ";" ";"Moški";" ";" ";" ";"Ženske";" ";" ";" "
"4.XX.186 neupravièena proizvodnja in promet s prepovedanimi drogami, nedovoljenimi snovmi v športu in predhodnimi sestavinami za izdelavo prepovedanih drog"
" ";"Odloèba sodišèa - SKUPAJ";-;21;21;42;-;21;20;39;-;-;1;3
" ";"Postopek pred senatom ustavljen";-;9;10;16;-;9;10;15;-;-;-;1
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;12;11;26;-;12;10;24;-;-;1;2
"4.XX.186010 neupravièena proizvodnja in promet s prepovedanimi drogami, nedovoljenimi snovmi v športu in predhodnimi sestavinami za izdelavo prepovedanih drog - od. 1"
" ";"Odloèba sodišèa - SKUPAJ";-;9;12;18;-;9;11;17;-;-;1;1
" ";"Postopek pred senatom ustavljen";-;6;7;7;-;6;7;7;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;3;5;11;-;3;4;10;-;-;1;1
"4.XX.186020 neupravièena proizvodnja in promet s prepovedanimi drogami, nedovoljenimi snovmi v športu in predhodnimi sestavinami za izdelavo prepovedanih drog - od. 2"
" ";"Odloèba sodišèa - SKUPAJ";-;-;-;3;-;-;-;3;-;-;-;-
" ";"Postopek pred senatom ustavljen";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;-;-;3;-;-;-;3;-;-;-;-
"4.XX.186021 neupravièena proizvodnja in promet s prepovedanimi drogami, nedovoljenimi snovmi v športu in predhodnimi sestavinami za izdelavo prepovedanih drog - od. 2 v zvezi z od. 1"
" ";"Odloèba sodišèa - SKUPAJ";-;12;9;15;-;12;9;13;-;-;-;2
" ";"Postopek pred senatom ustavljen";-;3;3;7;-;3;3;6;-;-;-;1
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;9;6;8;-;9;6;7;-;-;-;1
"4.XX.186031 neupravièena proizvodnja in promet s prepovedanimi drogami, nedovoljenimi snovmi v športu in predhodnimi sestavinami za izdelavo prepovedanih drog - od. 3 v zvezi z od. 1"
" ";"Odloèba sodišèa - SKUPAJ";-;-;-;6;-;-;-;6;-;-;-;-
" ";"Postopek pred senatom ustavljen";-;-;-;2;-;-;-;2;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;-;-;4;-;-;-;4;-;-;-;-
"4.XX.187 omogoèanje uživanja prepovedanih drog ali nedovoljenih snovi v športu"
" ";"Odloèba sodišèa - SKUPAJ";-;11;3;9;-;10;2;8;-;1;1;1
" ";"Postopek pred senatom ustavljen";-;5;3;1;-;5;2;1;-;-;1;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;6;-;8;-;5;-;7;-;1;-;1
"4.XX.187010 omogoèanje uživanja prepovedanih drog ali nedovoljenih snovi v športu - od. 1"
" ";"Odloèba sodišèa - SKUPAJ";-;-;1;-;-;-;1;-;-;-;-;-
" ";"Postopek pred senatom ustavljen";-;-;1;-;-;-;1;-;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;-;-;-;-;-;-;-;-;-;-;-
"4.XX.187021 omogoèanje uživanja prepovedanih drog ali nedovoljenih snovi v športu - od. 2 v zvezi z od. 1"
" ";"Odloèba sodišèa - SKUPAJ";-;11;2;9;-;10;1;8;-;1;1;1
" ";"Postopek pred senatom ustavljen";-;5;2;1;-;5;1;1;-;-;1;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;6;-;8;-;5;-;7;-;1;-;1
"4.XXI KAZNIVA DEJANJA ZOPER ZAKONSKO ZVEZO, DRUŽINO IN OTROKE"
" ";"Odloèba sodišèa - SKUPAJ";2;14;16;10;2;14;12;8;-;-;4;2
" ";"Postopek pred senatom ustavljen";-;5;8;1;-;5;7;-;-;-;1;1
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";2;9;8;9;2;9;5;8;-;-;3;1
"4.XXI.191 nasilje v družini"
" ";"Odloèba sodišèa - SKUPAJ";2;14;16;10;2;14;12;8;-;-;4;2
" ";"Postopek pred senatom ustavljen";-;5;8;1;-;5;7;-;-;-;1;1
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";2;9;8;9;2;9;5;8;-;-;3;1
"4.XXI.191010 nasilje v družini - od. 1"
" ";"Odloèba sodišèa - SKUPAJ";2;14;15;10;2;14;11;8;-;-;4;2
" ";"Postopek pred senatom ustavljen";-;5;8;1;-;5;7;-;-;-;1;1
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";2;9;7;9;2;9;4;8;-;-;3;1
"4.XXI.191021 nasilje v družini - od. 2 v zvezi z od. 1"
" ";"Odloèba sodišèa - SKUPAJ";-;-;1;-;-;-;1;-;-;-;-;-
" ";"Postopek pred senatom ustavljen";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;-;1;-;-;-;1;-;-;-;-;-
"4.XXIII KAZNIVA DEJANJA ZOPER PREMOŽENJE"
" ";"Odloèba sodišèa - SKUPAJ";26;394;372;298;23;356;332;274;3;38;40;24
" ";"Postopek pred senatom ustavljen";15;242;189;156;13;223;164;146;2;19;25;10
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";11;152;183;142;10;133;168;128;1;19;15;14
"4.XXIII.204 tatvina"
" ";"Odloèba sodišèa - SKUPAJ";3;156;140;107;-;127;114;97;3;29;26;10
" ";"Postopek pred senatom ustavljen";2;98;73;61;-;83;58;57;2;15;15;4
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";1;58;67;46;-;44;56;40;1;14;11;6
"4.XXIII.204010 tatvina - od. 1"
" ";"Odloèba sodišèa - SKUPAJ";-;144;124;98;-;118;100;89;-;26;24;9
" ";"Postopek pred senatom ustavljen";-;91;63;57;-;78;50;53;-;13;13;4
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;53;61;41;-;40;50;36;-;13;11;5
"4.XXIII.204020 tatvina - od. 2"
" ";"Odloèba sodišèa - SKUPAJ";3;12;16;9;-;9;14;8;3;3;2;1
" ";"Postopek pred senatom ustavljen";2;7;10;4;-;5;8;4;2;2;2;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";1;5;6;5;-;4;6;4;1;1;-;1
"4.XXIII.205 velika tatvina"
" ";"Odloèba sodišèa - SKUPAJ";4;118;108;96;4;114;105;91;-;4;3;5
" ";"Postopek pred senatom ustavljen";2;72;47;55;2;70;46;53;-;2;1;2
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";2;46;61;41;2;44;59;38;-;2;2;3
"4.XXIII.205011 velika tatvina - od. 1, tè. 1"
" ";"Odloèba sodišèa - SKUPAJ";4;103;94;80;4;100;93;76;-;3;1;4
" ";"Postopek pred senatom ustavljen";2;59;43;49;2;58;42;47;-;1;1;2
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";2;44;51;31;2;42;51;29;-;2;-;2
"4.XXIII.205012 velika tatvina - od. 1, tè. 2"
" ";"Odloèba sodišèa - SKUPAJ";-;-;3;3;-;-;3;3;-;-;-;-
" ";"Postopek pred senatom ustavljen";-;-;-;1;-;-;-;1;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;-;3;2;-;-;3;2;-;-;-;-
"4.XXIII.205013 velika tatvina - od. 1, tè. 3"
" ";"Odloèba sodišèa - SKUPAJ";-;11;9;10;-;10;7;9;-;1;2;1
" ";"Postopek pred senatom ustavljen";-;10;4;5;-;9;4;5;-;1;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;1;5;5;-;1;3;4;-;-;2;1
"4.XXIII.205016 velika tatvina - od. 1, tè. 6"
" ";"Odloèba sodišèa - SKUPAJ";-;2;2;2;-;2;2;2;-;-;-;-
" ";"Postopek pred senatom ustavljen";-;2;-;-;-;2;-;-;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;-;2;2;-;-;2;2;-;-;-;-
"4.XXIII.205031 velika tatvina - od. 3 v zvezi z od. 1"
" ";"Odloèba sodišèa - SKUPAJ";-;2;-;1;-;2;-;1;-;-;-;-
" ";"Postopek pred senatom ustavljen";-;1;-;-;-;1;-;-;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;1;-;1;-;1;-;1;-;-;-;-
"4.XXIII.206 rop"
" ";"Odloèba sodišèa - SKUPAJ";5;33;28;20;5;33;28;19;-;-;-;1
" ";"Postopek pred senatom ustavljen";1;22;14;6;1;22;14;5;-;-;-;1
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";4;11;14;14;4;11;14;14;-;-;-;-
"4.XXIII.206010 rop - od. 1"
" ";"Odloèba sodišèa - SKUPAJ";5;32;28;20;5;32;28;19;-;-;-;1
" ";"Postopek pred senatom ustavljen";1;21;14;6;1;21;14;5;-;-;-;1
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";4;11;14;14;4;11;14;14;-;-;-;-
"4.XXIII.206020 rop - od. 2"
" ";"Odloèba sodišèa - SKUPAJ";-;1;-;-;-;1;-;-;-;-;-;-
" ";"Postopek pred senatom ustavljen";-;1;-;-;-;1;-;-;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;-;-;-;-;-;-;-;-;-;-;-
"4.XXIII.207 roparska tatvina"
" ";"Odloèba sodišèa - SKUPAJ";-;4;3;2;-;3;1;2;-;1;2;-
" ";"Postopek pred senatom ustavljen";-;-;1;-;-;-;-;-;-;-;1;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;4;2;2;-;3;1;2;-;1;1;-
"4.XXIII.207010 roparska tatvina - od. 1"
" ";"Odloèba sodišèa - SKUPAJ";-;4;3;2;-;3;1;2;-;1;2;-
" ";"Postopek pred senatom ustavljen";-;-;1;-;-;-;-;-;-;-;1;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;4;2;2;-;3;1;2;-;1;1;-
"4.XXIII.208 zatajitev"
" ";"Odloèba sodišèa - SKUPAJ";1;11;13;6;1;11;11;5;-;-;2;1
" ";"Postopek pred senatom ustavljen";-;8;9;3;-;8;8;3;-;-;1;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";1;3;4;3;1;3;3;2;-;-;1;1
"4.XXIII.208010 zatajitev - od. 1"
" ";"Odloèba sodišèa - SKUPAJ";-;6;5;3;-;6;4;2;-;-;1;1
" ";"Postopek pred senatom ustavljen";-;4;4;1;-;4;3;1;-;-;1;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;2;1;2;-;2;1;1;-;-;-;1
"4.XXIII.208020 zatajitev - od. 2"
" ";"Odloèba sodišèa - SKUPAJ";-;-;-;1;-;-;-;1;-;-;-;-
" ";"Postopek pred senatom ustavljen";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;-;-;1;-;-;-;1;-;-;-;-
"4.XXIII.208050 zatajitev - od. 5"
" ";"Odloèba sodišèa - SKUPAJ";1;5;8;2;1;5;7;2;-;-;1;-
" ";"Postopek pred senatom ustavljen";-;4;5;2;-;4;5;2;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";1;1;3;-;1;1;2;-;-;-;1;-
"4.XXIII.210 odvzem motornega vozila"
" ";"Odloèba sodišèa - SKUPAJ";-;4;11;12;-;4;10;11;-;-;1;1
" ";"Postopek pred senatom ustavljen";-;2;5;-;-;2;4;-;-;-;1;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;2;6;12;-;2;6;11;-;-;-;1
"4.XXIII.210010 odvzem motornega vozila - od. 1"
" ";"Odloèba sodišèa - SKUPAJ";-;4;8;11;-;4;7;10;-;-;1;1
" ";"Postopek pred senatom ustavljen";-;2;4;-;-;2;3;-;-;-;1;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;2;4;11;-;2;4;10;-;-;-;1
"4.XXIII.210031 odvzem motornega vozila - od. 3 v zvezi z od. 1"
" ";"Odloèba sodišèa - SKUPAJ";-;-;3;1;-;-;3;1;-;-;-;-
" ";"Postopek pred senatom ustavljen";-;-;1;-;-;-;1;-;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;-;2;1;-;-;2;1;-;-;-;-
"4.XXIII.211 goljufija"
" ";"Odloèba sodišèa - SKUPAJ";1;9;9;9;1;6;5;5;-;3;4;4
" ";"Postopek pred senatom ustavljen";-;6;8;3;-;5;4;1;-;1;4;2
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";1;3;1;6;1;1;1;4;-;2;-;2
"4.XXIII.211010 goljufija - od. 1"
" ";"Odloèba sodišèa - SKUPAJ";-;5;5;3;-;4;3;2;-;1;2;1
" ";"Postopek pred senatom ustavljen";-;5;5;1;-;4;3;-;-;1;2;1
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;-;-;2;-;-;-;2;-;-;-;-
"4.XXIII.211021 goljufija - od. 2 v zvezi z od. 1"
" ";"Odloèba sodišèa - SKUPAJ";-;1;-;-;-;1;-;-;-;-;-;-
" ";"Postopek pred senatom ustavljen";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;1;-;-;-;1;-;-;-;-;-;-
"4.XXIII.211031 goljufija - od. 3 v zvezi z od. 1"
" ";"Odloèba sodišèa - SKUPAJ";-;-;1;-;-;-;1;-;-;-;-;-
" ";"Postopek pred senatom ustavljen";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;-;1;-;-;-;1;-;-;-;-;-
"4.XXIII.211051 goljufija - od. 5 v zvezi z od. 1"
" ";"Odloèba sodišèa - SKUPAJ";1;3;3;6;1;1;1;3;-;2;2;3
" ";"Postopek pred senatom ustavljen";-;1;3;2;-;1;1;1;-;-;2;1
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";1;2;-;4;1;-;-;2;-;2;-;2
"4.XXIII.213 izsiljevanje"
" ";"Odloèba sodišèa - SKUPAJ";9;16;6;11;9;16;6;10;-;-;-;1
" ";"Postopek pred senatom ustavljen";7;10;1;6;7;10;1;5;-;-;-;1
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";2;6;5;5;2;6;5;5;-;-;-;-
"4.XXIII.213010 izsiljevanje - od. 1"
" ";"Odloèba sodišèa - SKUPAJ";5;4;4;6;5;4;4;5;-;-;-;1
" ";"Postopek pred senatom ustavljen";4;2;1;4;4;2;1;3;-;-;-;1
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";1;2;3;2;1;2;3;2;-;-;-;-
"4.XXIII.213020 izsiljevanje - od. 2"
" ";"Odloèba sodišèa - SKUPAJ";4;-;-;1;4;-;-;1;-;-;-;-
" ";"Postopek pred senatom ustavljen";3;-;-;-;3;-;-;-;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";1;-;-;1;1;-;-;1;-;-;-;-
"4.XXIII.213031 izsiljevanje - od. 3 v zvezi z od. 1"
" ";"Odloèba sodišèa - SKUPAJ";-;9;2;4;-;9;2;4;-;-;-;-
" ";"Postopek pred senatom ustavljen";-;5;-;2;-;5;-;2;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;4;2;2;-;4;2;2;-;-;-;-
"4.XXIII.213032 izsiljevanje - od. 3 v zvezi z od. 2"
" ";"Odloèba sodišèa - SKUPAJ";-;3;-;-;-;3;-;-;-;-;-;-
" ";"Postopek pred senatom ustavljen";-;3;-;-;-;3;-;-;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;-;-;-;-;-;-;-;-;-;-;-
"4.XXIII.217 prikrivanje"
" ";"Odloèba sodišèa - SKUPAJ";3;12;15;10;3;12;15;9;-;-;-;1
" ";"Postopek pred senatom ustavljen";3;6;8;5;3;6;8;5;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;6;7;5;-;6;7;4;-;-;-;1
"4.XXIII.217010 prikrivanje - od. 1"
" ";"Odloèba sodišèa - SKUPAJ";3;7;6;6;3;7;6;5;-;-;-;1
" ";"Postopek pred senatom ustavljen";3;5;2;3;3;5;2;3;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;2;4;3;-;2;4;2;-;-;-;1
"4.XXIII.217021 prikrivanje - od. 2 v zvezi z od. 1"
" ";"Odloèba sodišèa - SKUPAJ";-;5;9;4;-;5;9;4;-;-;-;-
" ";"Postopek pred senatom ustavljen";-;1;6;2;-;1;6;2;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;4;3;2;-;4;3;2;-;-;-;-
"4.XXIII.220 poškodovanje tuje stvari"
" ";"Odloèba sodišèa - SKUPAJ";-;28;38;25;-;27;36;25;-;1;2;-
" ";"Postopek pred senatom ustavljen";-;17;22;17;-;16;20;17;-;1;2;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;11;16;8;-;11;16;8;-;-;-;-
"4.XXIII.220010 poškodovanje tuje stvari - od. 1"
" ";"Odloèba sodišèa - SKUPAJ";-;28;37;25;-;27;35;25;-;1;2;-
" ";"Postopek pred senatom ustavljen";-;17;21;17;-;16;19;17;-;1;2;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;11;16;8;-;11;16;8;-;-;-;-
"4.XXIII.220020 poškodovanje tuje stvari - od. 2"
" ";"Odloèba sodišèa - SKUPAJ";-;-;1;-;-;-;1;-;-;-;-;-
" ";"Postopek pred senatom ustavljen";-;-;1;-;-;-;1;-;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;-;-;-;-;-;-;-;-;-;-;-
"4.XXIII.221 napad na informacijski sistem"
" ";"Odloèba sodišèa - SKUPAJ";-;-;1;-;-;-;1;-;-;-;-;-
" ";"Postopek pred senatom ustavljen";-;-;1;-;-;-;1;-;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;-;-;-;-;-;-;-;-;-;-;-
"4.XXIII.221010 napad na informacijski sistem - od. 1"
" ";"Odloèba sodišèa - SKUPAJ";-;-;1;-;-;-;1;-;-;-;-;-
" ";"Postopek pred senatom ustavljen";-;-;1;-;-;-;1;-;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;-;-;-;-;-;-;-;-;-;-;-
"4.XXIII.222 požig"
" ";"Odloèba sodišèa - SKUPAJ";-;3;-;-;-;3;-;-;-;-;-;-
" ";"Postopek pred senatom ustavljen";-;1;-;-;-;1;-;-;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;2;-;-;-;2;-;-;-;-;-;-
"4.XXIII.222010 požig - od. 1"
" ";"Odloèba sodišèa - SKUPAJ";-;3;-;-;-;3;-;-;-;-;-;-
" ";"Postopek pred senatom ustavljen";-;1;-;-;-;1;-;-;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;2;-;-;-;2;-;-;-;-;-;-
"4.XXIV KAZNIVA DEJANJA ZOPER GOSPODARSTVO"
" ";"Odloèba sodišèa - SKUPAJ";-;9;6;4;-;8;6;4;-;1;-;-
" ";"Postopek pred senatom ustavljen";-;4;4;3;-;4;4;3;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;5;2;1;-;4;2;1;-;1;-;-
"4.XXIV.243 ponarejanje denarja"
" ";"Odloèba sodišèa - SKUPAJ";-;8;6;3;-;7;6;3;-;1;-;-
" ";"Postopek pred senatom ustavljen";-;4;4;3;-;4;4;3;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;4;2;-;-;3;2;-;-;1;-;-
"4.XXIV.243010 ponarejanje denarja - od. 1"
" ";"Odloèba sodišèa - SKUPAJ";-;7;5;3;-;6;5;3;-;1;-;-
" ";"Postopek pred senatom ustavljen";-;3;3;3;-;3;3;3;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;4;2;-;-;3;2;-;-;1;-;-
"4.XXIV.243020 ponarejanje denarja - od. 2"
" ";"Odloèba sodišèa - SKUPAJ";-;1;-;-;-;1;-;-;-;-;-;-
" ";"Postopek pred senatom ustavljen";-;1;-;-;-;1;-;-;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;-;-;-;-;-;-;-;-;-;-;-
"4.XXIV.243040 ponarejanje denarja - od. 4"
" ";"Odloèba sodišèa - SKUPAJ";-;-;1;-;-;-;1;-;-;-;-;-
" ";"Postopek pred senatom ustavljen";-;-;1;-;-;-;1;-;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;-;-;-;-;-;-;-;-;-;-;-
"4.XXIV.244 ponarejanje in uporaba ponarejenih vrednotnic ali vrednostnih papirjev"
" ";"Odloèba sodišèa - SKUPAJ";-;1;-;-;-;1;-;-;-;-;-;-
" ";"Postopek pred senatom ustavljen";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;1;-;-;-;1;-;-;-;-;-;-
"4.XXIV.244010 ponarejanje in uporaba ponarejenih vrednotnic ali vrednostnih papirjev - od. 1"
" ";"Odloèba sodišèa - SKUPAJ";-;1;-;-;-;1;-;-;-;-;-;-
" ";"Postopek pred senatom ustavljen";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen vzgojni ukrep ali spoznan za odgovornega";-;1;-;-;-;1;-;-;-;-;-;-
"4.XXIV.248 izdelava, pridobitev in odtujitev pripomoèkov za ponarejanje"
" ";"Odloèba sodišèa - SKUPAJ";-;-;-;1;-;-;-;1;-;-;-;-
" ";"Postopek pred senatom ustavljen";-;-;-;-;-;-;-;-;-;-;-;-
" ";"Izreèen samostojni varnostni ukrep";-;-;-;-;-;-;-;-;-;-;-;-
