"Polnoletni obsojenci [znani storilci] po: KAZNIVO DEJANJE, GLAVNA KAZEN, SPOL , LETO"

" ";"10000 Glavna kazen - SKUPAJ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"10100 Zaporna kazen [skupaj]";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"10101 Zaporna kazen - nad 15 do 20 in 30 let";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"10102 Zaporna kazen - nad 10 do 15 let";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"10103 Zaporna kazen - nad 5 do 10 let";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"10104 Zaporna kazen - nad 3 do 5 let";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"10105 Zaporna kazen - nad 2 do 3 leta";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"10106 Zaporna kazen - nad 1 do 2 leti";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"10107 Zaporna kazen - nad 6 mes. do 1 leta";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"10108 Zaporna kazen - nad 3 do 6 mes.";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"10109 Zaporna kazen - nad 2 do 3 mes.";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"10110 Zaporna kazen - nad 1 do 2 mes.";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"10111 Zaporna kazen - do 30 dni";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"10200 Denarna kazen";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"10300 Sodni opomin";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"10400 Kazen opušèena";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"10500 Vzgojni ukrep [skupaj]";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"10501 Vzgojni ukrep - nadzor organa socialnega skrbstva";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"10502 Vzgojni ukrep - zavodski ukrep";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"10600 Varnostni ukrep brez izreka kazni";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
"1.XXIII.215 zatajitev";149;176;175;152;85;43;21;15;127;143;150;134;80;33;18;12;22;33;25;18;5;10;3;3;110;143;137;133;82;41;21;15;96;116;114;117;77;32;18;12;14;27;23;16;5;9;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;1;2;0;0;0;0;0;0;1;0;0;0;0;0;1;8;4;7;3;2;0;2;0;3;4;5;3;2;0;2;1;5;0;2;0;0;0;0;9;15;13;7;11;5;7;5;7;14;11;7;11;4;5;4;2;1;2;0;0;1;2;1;24;27;23;27;27;17;10;6;22;19;21;26;26;15;9;5;2;8;2;1;1;2;1;1;15;24;31;26;16;7;1;2;12;21;26;22;14;5;1;1;3;3;5;4;2;2;0;1;33;38;33;33;19;6;3;0;30;34;26;27;18;4;3;0;3;4;7;6;1;2;0;0;28;31;30;31;6;4;0;0;25;25;24;28;5;2;0;0;3;6;6;3;1;2;0;0;33;26;33;18;2;1;0;0;27;21;31;16;2;1;0;0;6;5;2;2;0;0;0;0;3;5;3;0;1;0;0;0;1;4;3;0;1;0;0;0;2;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2;0;0;1;0;0;3;1;2;0;0;0;0;0;0;0;0;0;0;1;0;0
"1.XXIII.215010 zatajitev - od. 1";42;57;57;53;40;29;13;15;35;45;48;47;36;25;10;12;7;12;9;6;4;4;3;3;40;53;51;50;40;29;13;15;33;41;42;44;36;25;10;12;7;12;9;6;4;4;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;5;1;4;2;2;0;2;0;1;1;3;2;2;0;2;1;4;0;1;0;0;0;0;7;9;10;5;9;4;4;5;5;8;8;5;9;3;2;4;2;1;2;0;0;1;2;1;12;15;17;17;16;14;8;6;11;11;16;16;15;12;7;5;1;4;1;1;1;2;1;1;9;11;14;10;9;4;1;2;8;8;10;6;7;4;1;1;1;3;4;4;2;0;0;1;5;7;2;7;4;4;0;0;5;7;1;7;3;3;0;0;0;0;1;0;1;1;0;0;6;6;7;6;0;1;0;0;4;6;6;6;0;1;0;0;2;0;1;0;0;0;0;0;0;2;4;2;0;0;0;0;0;2;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;2;0;0;0;0;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0
"1.XXIII.215020 zatajitev - od. 2";25;25;27;25;15;6;0;0;23;19;20;19;15;3;0;0;2;6;7;6;0;3;0;0;15;21;21;24;13;5;0;0;15;15;15;18;13;3;0;0;0;6;6;6;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;2;2;0;0;2;1;1;1;2;2;0;0;0;0;0;0;0;0;0;0;2;4;4;4;2;0;0;0;2;4;3;4;2;0;0;0;0;0;1;0;0;0;0;0;5;7;8;9;6;2;0;0;5;5;6;6;6;1;0;0;0;2;2;3;0;1;0;0;6;9;8;10;2;1;0;0;6;5;5;7;2;0;0;0;0;4;3;3;0;1;0;0;8;4;6;1;1;0;0;0;7;4;5;1;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"1.XXIII.215031 zatajitev - od. 3 v zvezi z od. 1";0;1;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1.XXIII.215040 zatajitev - od. 4";2;3;2;2;0;1;1;0;2;2;1;1;0;1;1;0;0;1;1;1;0;0;0;0;2;3;2;1;0;1;1;0;2;2;1;0;0;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;1;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1.XXIII.215050 zatajitev - od. 5";80;89;88;72;30;7;6;0;67;75;81;67;29;4;6;0;13;14;7;5;1;3;0;0;53;65;62;58;29;6;6;0;46;57;56;55;28;3;6;0;7;8;6;3;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2;0;0;0;0;0;2;2;2;0;0;0;0;0;1;0;0;0;0;0;0;1;5;3;2;2;0;2;0;1;5;3;2;2;0;2;0;0;0;0;0;0;0;0;0;9;9;5;9;9;1;2;0;8;6;4;9;9;1;2;0;1;3;1;0;0;0;0;0;4;9;13;12;5;3;0;0;2;9;13;12;5;1;0;0;2;0;0;0;0;2;0;0;23;23;22;17;9;0;2;0;20;21;19;14;9;0;2;0;3;2;3;3;0;0;0;0;16;16;15;15;4;2;0;0;15;14;13;15;3;1;0;0;1;2;2;0;1;1;0;0;25;19;23;14;1;1;0;0;20;14;22;12;1;1;0;0;5;5;1;2;0;0;0;0;2;5;3;0;0;0;0;0;1;4;3;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1.XXIII.215062 zatajitev - od. 6 v zvezi z od. 2";0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1.XXIII.216 odvzem motornega vozila";58;51;38;37;24;9;7;7;57;49;35;36;24;9;6;7;1;2;3;1;0;0;1;0;55;48;34;34;24;8;7;7;54;46;31;33;24;8;6;7;1;2;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;1;0;0;1;2;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;4;5;2;5;4;2;0;0;4;5;2;5;4;2;0;0;0;0;0;0;0;0;0;0;11;13;9;11;6;2;4;2;11;13;9;11;6;2;4;2;0;0;0;0;0;0;0;0;9;16;8;4;5;2;1;3;9;15;8;3;5;2;1;3;0;1;0;1;0;0;0;0;17;8;8;9;4;1;1;1;17;7;5;9;4;1;1;1;0;1;3;0;0;0;0;0;12;5;6;4;4;1;1;0;11;5;6;4;4;1;0;0;1;0;0;0;0;0;1;0;0;2;2;1;0;1;0;0;0;2;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;1;0;0;0;0;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
"1.XXIII.216010 odvzem motornega vozila - od. 1";56;49;37;37;22;9;6;7;55;47;34;36;22;9;5;7;1;2;3;1;0;0;1;0;53;46;33;34;22;8;6;7;52;44;30;33;22;8;5;7;1;2;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;1;0;0;1;2;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;4;4;2;5;4;2;0;0;4;4;2;5;4;2;0;0;0;0;0;0;0;0;0;0;11;13;8;11;6;2;3;2;11;13;8;11;6;2;3;2;0;0;0;0;0;0;0;0;8;15;8;4;4;2;1;3;8;14;8;3;4;2;1;3;0;1;0;1;0;0;0;0;16;8;8;9;4;1;1;1;16;7;5;9;4;1;1;1;0;1;3;0;0;0;0;0;12;5;6;4;3;1;1;0;11;5;6;4;3;1;0;0;1;0;0;0;0;0;1;0;0;2;2;1;0;1;0;0;0;2;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;1;0;0;0;0;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
"1.XXIII.216020 odvzem motornega vozila - od. 2";2;2;1;0;2;0;1;0;2;2;1;0;2;0;1;0;0;0;0;0;0;0;0;0;2;2;1;0;2;0;1;0;2;2;1;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1.XXIII.217 goljufija";687;861;754;662;514;362;327;242;545;674;578;507;413;292;259;192;142;187;176;155;101;70;68;50;645;815;733;643;507;357;323;240;509;636;560;491;408;288;256;190;136;179;173;152;99;69;67;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;3;1;2;0;1;0;2;0;3;1;2;0;1;0;0;1;0;0;0;0;0;9;3;8;4;2;5;4;0;8;2;6;4;2;5;4;0;1;1;2;0;0;0;0;0;7;5;5;6;5;3;3;6;7;4;5;4;3;2;0;6;0;1;0;2;2;1;3;0;29;43;42;37;31;28;29;48;25;33;36;29;25;24;24;39;4;10;6;8;6;4;5;9;73;97;82;88;96;84;97;71;58;86;72;69;85;62;82;57;15;11;10;19;11;22;15;14;214;283;252;251;202;157;133;72;174;231;192;202;155;139;101;59;40;52;60;49;47;18;32;13;149;195;171;130;98;47;35;26;109;151;127;90;82;29;28;21;40;44;44;40;16;18;7;5;122;130;126;101;56;25;17;16;94;92;87;72;43;21;12;7;28;38;39;29;13;4;5;9;42;57;46;23;15;6;5;0;34;35;35;18;11;4;5;0;8;22;11;5;4;2;0;0;24;41;16;12;3;2;2;2;22;35;14;11;2;2;1;2;2;6;2;1;1;0;1;0;1;3;4;0;2;1;1;0;1;1;3;0;2;0;1;0;0;2;1;0;0;1;0;0;0;2;0;5;0;0;0;0;0;2;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;17;0;1;1;2;2;1;0;13;0;1;0;1;2;1;0;4;0;0;1;1;0;0;0
"1.XXIII.217010 goljufija - od. 1";492;635;556;551;448;322;308;215;385;497;432;416;358;260;247;170;107;138;124;135;90;62;61;45;480;618;549;544;444;319;304;213;376;483;427;410;355;258;244;168;104;135;122;134;89;61;60;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;2;0;0;0;1;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;2;3;3;2;3;3;0;0;1;3;3;2;3;3;0;0;1;0;0;0;0;0;0;3;3;3;3;4;3;2;2;3;2;3;2;2;2;0;2;0;1;0;1;2;1;2;0;17;26;26;31;25;22;19;34;14;21;23;23;20;19;18;27;3;5;3;8;5;3;1;7;54;85;65;82;94;80;95;67;44;75;60;65;83;59;80;54;10;10;5;17;11;21;15;13;197;261;230;236;192;146;131;72;160;211;176;190;146;130;101;59;37;50;54;46;46;16;30;13;126;157;131;112;81;43;35;25;91;117;97;75;67;27;28;20;35;40;34;37;14;16;7;5;63;69;74;65;39;17;16;13;48;47;53;41;30;13;11;6;15;22;21;24;9;4;5;7;20;14;17;10;7;3;3;0;16;8;12;9;5;3;3;0;4;6;5;1;2;0;0;0;0;15;4;3;2;0;2;2;0;12;3;3;2;0;1;2;0;3;1;0;0;0;1;0;0;0;3;0;0;1;1;0;0;0;2;0;0;0;1;0;0;0;1;0;0;1;0;0;0;2;0;3;0;0;0;0;0;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;12;0;0;0;2;2;1;0;9;0;0;0;1;2;1;0;3;0;0;0;1;0;0;0
