"Obsojeni polnoletni in mladoletni po: STATISTIÈNA REGIJA, KAZALNIK , LETO"

" ";"Obsojeni polnoletni in mladoletni na 1000 prebivalcev";" ";" ";" ";" ";" ";" ";" ";" ";" ";" ";"Število obsojenih polnoletnih in mladoletnih oseb";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
" ";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016"
"SLOVENIJA";4.3;4.5;4.6;4.1;4.1;3.9;4.3;5.7;4.7;4.0;3.4;8630;9144;9228;8453;8423;7965;8825;11758;9729;8241;7006
"Pomurska";5.3;6.1;5.9;4.9;4.9;4.6;5.2;5.9;4.8;4.2;4.0;642;744;712;592;586;549;617;695;561;492;469
"Podravska";4.6;4.9;5.6;5.7;5.2;5.0;5.3;6.2;5.1;4.3;3.9;1459;1560;1797;1851;1670;1608;1701;1998;1654;1398;1251
"Koroška";4.5;4.1;4.4;4.1;4.2;4.0;4.7;5.5;3.3;3.4;2.3;330;303;319;302;302;287;338;396;239;243;166
"Savinjska";3.5;3.6;3.5;3.5;3.9;3.0;3.3;4.9;4.3;3.4;3.0;908;933;901;901;1005;791;872;1280;1110;858;756
"Zasavska";3.0;5.2;5.0;4.6;5.2;4.6;4.2;6.6;4.5;2.3;1.9;138;234;223;208;233;205;184;286;194;130;112
"Posavska";5.0;5.9;5.5;3.7;3.8;3.0;4.3;4.2;4.0;3.5;2.6;348;411;386;259;268;210;305;296;279;265;195
"Jugovzhodna Slovenija";4.9;5.3;5.4;5.4;5.1;5.1;5.7;8.3;7.1;6.0;5.4;692;755;758;767;725;723;809;1184;1014;854;771
"Osrednjeslovenska";3.6;3.7;3.6;2.8;2.9;2.9;2.9;5.1;3.8;3.4;2.9;1810;1859;1840;1488;1526;1569;1547;2746;2060;1810;1561
"Gorenjska";3.5;3.3;3.1;2.3;2.3;2.3;2.9;3.1;3.2;2.5;2.0;704;655;627;468;466;470;601;622;661;506;416
"Primorsko-notranjska";3.5;3.2;3.4;2.9;3.1;3.1;2.8;3.7;3.2;3.1;1.9;180;165;176;150;161;162;146;192;167;161;102
"Goriška";2.4;2.5;2.0;1.8;2.1;2.1;2.3;2.5;2.2;2.0;1.9;291;299;241;220;246;256;269;295;261;233;221
"Obalno-kraška";5.6;4.4;4.3;4.0;3.7;3.3;4.5;5.6;4.8;3.9;3.2;592;467;458;436;411;361;498;623;542;436;362
"Tujina";-;-;-;-;-;-;-;-;-;-;-;536;759;790;811;824;774;938;1132;987;855;624

"Vir: Statistièni urad Republike Slovenije."

"Povezane vsebine: "
"- (seznam HREF= http://www.stat.si/StatWeb/File/DocSysFile/8274 "
"target=_blank) Metodološka pojasnila"

"Podatki so teritorialno razvršèeni po Klasifikaciji statistiènih "
"teritorialnih enot v Evropski uniji (The Classification  of "
"Territorial Units for Statistics) – NUTS ((seznam "
"HREF=http://www.stat.si/StatWeb/glavnanavigacija/metode-in-klasifikac-"
"ije/klasifikacije TARGET=_blank) opis in pojasnila), raven NUTS 3. "
"Podatki o spremembah posameznih statistiènih regij so dostopni tudi "
"na (seznam HREF=http://www.stat.si/dokument/8484 TARGET=_blank) "
"povezavi."

"V preraèunu deleža so pri kategoriji SLOVENIJA zajeti tudi  "
"obsojenci s stalnim prebivališèem v tujini."

"Ker so bili podatki o odloèitvah sodnikov pri našem podatkovnem viru "
"(Vrhovno sodišèe Republike Slovenije, Informatizirana kazenska "
"evidenca Vrhovnega sodišèa RS) popravljeni, smo te podatke za leto "
"2015 popravili tudi v SI-STAT bazi."

